,Unnamed: 0,db_id,original_sql,template
0,0,job,SELECT * FROM cast_info ci WHERE ci.person_id=172968;,0
821,821,job,"SELECT * FROM title t,movie_companies mc WHERE t.id=mc.movie_id AND t.kind_id>1 AND t.production_year<1989;",4
822,822,job,SELECT * FROM movie_companies mc WHERE mc.company_id<21441 AND mc.company_type_id=2;,6
823,823,job,"SELECT * FROM title t,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=mi_idx.movie_id AND t.id=mk.movie_id AND t.kind_id=7 AND t.production_year<2010 AND mi_idx.info_type_id<100 AND mk.keyword_id>5161;",9
824,824,job,"SELECT * FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND t.production_year>1984 AND mk.keyword_id<3546;",7
825,825,job,"SELECT * FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND t.kind_id=1 AND t.production_year=2006 AND mk.keyword_id=5673;",7
826,826,job,"SELECT * FROM title t,movie_info mi WHERE t.id=mi.movie_id AND t.kind_id=1 AND t.production_year<1995 AND mi.info_type_id<9;",1
827,827,job,"SELECT * FROM title t,cast_info ci,movie_keyword mk WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND t.production_year>1999 AND ci.person_id<1760213 AND ci.role_id<3;",3
828,828,job,"SELECT * FROM title t,movie_companies mc WHERE t.id=mc.movie_id AND mc.company_id>1739 AND mc.company_type_id<2;",4
829,829,job,"SELECT * FROM title t,movie_companies mc,movie_info mi WHERE t.id=mc.movie_id AND t.id=mi.movie_id AND t.kind_id=1 AND t.production_year>2004 AND mc.company_type_id>1 AND mi.info_type_id>43;",4
830,830,job,"SELECT * FROM title t,movie_companies mc,cast_info ci WHERE t.id=mc.movie_id AND t.id=ci.movie_id AND t.kind_id<7 AND mc.company_type_id>1 AND ci.person_id>1936738;",4
831,831,job,"SELECT * FROM title t,movie_info mi WHERE t.id=mi.movie_id AND t.kind_id=7 AND t.production_year<1999 AND mi.info_type_id=16;",1
832,832,job,"SELECT * FROM title t,movie_info mi,movie_info_idx mi_idx WHERE t.id=mi.movie_id AND t.id=mi_idx.movie_id AND t.kind_id>1 AND t.production_year=1980 AND mi.info_type_id<16;",8
833,833,job,"SELECT * FROM title t,movie_companies mc,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND mc.company_id=10583 AND mi_idx.info_type_id=101;",4
834,834,job,"SELECT * FROM title t,movie_companies mc WHERE t.id=mc.movie_id AND t.kind_id=1 AND t.production_year=1980 AND mc.company_id<170192 AND mc.company_type_id<2;",4
835,835,job,SELECT * FROM movie_keyword mk WHERE mk.keyword_id=8151;,5
836,836,job,"SELECT * FROM title t,cast_info ci WHERE t.id=ci.movie_id AND ci.person_id<1838944 AND ci.role_id=6;",2
837,837,job,"SELECT * FROM title t,movie_companies mc,movie_keyword mk WHERE t.id=mc.movie_id AND t.id=mk.movie_id AND t.kind_id<2 AND t.production_year=2012 AND mk.keyword_id<47106;",4
838,838,job,"SELECT * FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND t.kind_id<3 AND t.production_year>1981 AND mk.keyword_id>782;",7
839,839,job,SELECT * FROM movie_companies mc WHERE mc.company_id=85125;,6
840,840,job,"SELECT * FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND t.production_year>1993 AND mk.keyword_id>72739;",7
841,841,job,"SELECT * FROM title t,movie_info mi,movie_keyword mk WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.kind_id<7 AND t.production_year=2010 AND mi.info_type_id<16 AND mk.keyword_id<5537;",8
842,842,job,SELECT * FROM cast_info ci WHERE ci.person_id>1945483;,0
843,843,job,"SELECT * FROM title t,cast_info ci WHERE t.id=ci.movie_id AND ci.person_id>384628 AND ci.role_id=2;",2
844,844,job,"SELECT * FROM title t,cast_info ci,movie_info mi WHERE t.id=ci.movie_id AND t.id=mi.movie_id AND ci.person_id<3510329 AND ci.role_id=1 AND mi.info_type_id=57;",3
845,845,job,"SELECT * FROM title t,movie_info mi,movie_keyword mk WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.production_year=1991;",8
846,846,job,"SELECT * FROM title t,movie_companies mc WHERE t.id=mc.movie_id AND t.production_year=1954 AND mc.company_id>34 AND mc.company_type_id=2;",4
847,847,job,"SELECT * FROM title t,cast_info ci WHERE t.id=ci.movie_id AND t.kind_id<7 AND t.production_year<1901 AND ci.person_id>2303683 AND ci.role_id<10;",2
848,848,job,"SELECT * FROM title t,movie_companies mc,movie_info mi WHERE t.id=mc.movie_id AND t.id=mi.movie_id AND mc.company_id>46 AND mi.info_type_id>7;",4
849,849,job,SELECT * FROM cast_info ci WHERE ci.person_id=3478523;,0
850,850,job,"SELECT * FROM title t,cast_info ci,movie_keyword mk WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND t.kind_id<2 AND t.production_year<2012 AND ci.person_id>1465328 AND mk.keyword_id>835;",3
851,851,job,SELECT * FROM movie_companies mc WHERE mc.company_id>15661 AND mc.company_type_id=2;,6
852,852,job,"SELECT * FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND t.production_year=2010 AND mk.keyword_id=34439;",7
853,853,job,"SELECT * FROM title t,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=mi_idx.movie_id AND t.id=mk.movie_id AND t.kind_id<7 AND t.production_year<2012 AND mk.keyword_id>5827;",9
854,854,job,"SELECT * FROM title t,movie_companies mc,movie_info mi WHERE t.id=mc.movie_id AND t.id=mi.movie_id AND t.production_year=2008 AND mc.company_type_id<2 AND mi.info_type_id<18;",4
855,855,job,SELECT * FROM movie_keyword mk WHERE mk.keyword_id<492;,5
856,856,job,SELECT * FROM movie_keyword mk WHERE mk.keyword_id<89051;,5
857,857,job,"SELECT * FROM title t,cast_info ci WHERE t.id=ci.movie_id AND t.production_year>1937 AND ci.person_id=3516073;",2
858,858,job,"SELECT * FROM title t,movie_companies mc,movie_keyword mk WHERE t.id=mc.movie_id AND t.id=mk.movie_id AND t.kind_id<7 AND mc.company_id>1700;",4
859,859,job,SELECT * FROM cast_info ci WHERE ci.person_id=2130324;,0
860,860,job,"SELECT * FROM title t,movie_info mi WHERE t.id=mi.movie_id AND t.kind_id=1 AND t.production_year=2009 AND mi.info_type_id>1;",1
861,861,job,"SELECT * FROM title t,cast_info ci,movie_info_idx mi_idx WHERE t.id=ci.movie_id AND t.id=mi_idx.movie_id AND t.kind_id<2 AND t.production_year=2009 AND ci.person_id>71729;",3
862,862,job,"SELECT * FROM title t,movie_companies mc,movie_keyword mk WHERE t.id=mc.movie_id AND t.id=mk.movie_id AND t.production_year>0 AND mk.keyword_id>411;",4
863,863,job,SELECT * FROM movie_companies mc WHERE mc.company_id<3130 AND mc.company_type_id=1;,6
864,864,job,SELECT * FROM movie_companies mc WHERE mc.company_id<14060 AND mc.company_type_id>1;,6
865,865,job,SELECT * FROM movie_companies mc WHERE mc.company_id<6209 AND mc.company_type_id>1;,6
866,866,job,"SELECT * FROM title t,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=mi_idx.movie_id AND t.id=mk.movie_id AND t.kind_id=3 AND t.production_year>1919 AND mk.keyword_id=1677;",9
867,867,job,"SELECT * FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND t.kind_id<7 AND t.production_year>2013 AND mk.keyword_id<7899;",7
868,868,job,SELECT * FROM movie_companies mc WHERE mc.company_id>29748;,6
869,869,job,"SELECT * FROM title t,cast_info ci,movie_keyword mk WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND ci.person_id>3486624 AND ci.role_id=9;",3
870,870,job,"SELECT * FROM title t,movie_companies mc WHERE t.id=mc.movie_id AND t.production_year<2012 AND mc.company_id=19 AND mc.company_type_id=1;",4
871,871,job,"SELECT * FROM title t,movie_companies mc WHERE t.id=mc.movie_id AND t.production_year=1969;",4
872,872,job,SELECT * FROM movie_keyword mk WHERE mk.keyword_id=5807;,5
873,873,job,"SELECT * FROM title t,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=mi_idx.movie_id AND t.id=mk.movie_id AND t.kind_id<7 AND t.production_year>2007 AND mi_idx.info_type_id<101 AND mk.keyword_id<23394;",9
874,874,job,"SELECT * FROM title t,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=mi_idx.movie_id AND t.id=mk.movie_id AND t.kind_id<7 AND t.production_year>2001 AND mi_idx.info_type_id>99 AND mk.keyword_id<11403;",9
875,875,job,"SELECT * FROM title t,movie_companies mc,movie_info mi WHERE t.id=mc.movie_id AND t.id=mi.movie_id AND t.kind_id=7 AND mc.company_id>6429;",4
876,876,job,"SELECT * FROM title t,movie_info_idx mi_idx WHERE t.id=mi_idx.movie_id AND t.kind_id<2 AND t.production_year>1942 AND mi_idx.info_type_id>99;",9
877,877,job,"SELECT * FROM title t,movie_info mi,movie_info_idx mi_idx WHERE t.id=mi.movie_id AND t.id=mi_idx.movie_id AND t.production_year=2000 AND mi_idx.info_type_id=101;",8
878,878,job,"SELECT * FROM title t,movie_companies mc,cast_info ci WHERE t.id=mc.movie_id AND t.id=ci.movie_id AND t.kind_id>1 AND t.production_year=2006 AND mc.company_id=68;",4
879,879,job,SELECT * FROM cast_info ci WHERE ci.person_id>1412452;,0
880,880,job,"SELECT * FROM title t,movie_companies mc,movie_keyword mk WHERE t.id=mc.movie_id AND t.id=mk.movie_id AND t.kind_id=1 AND t.production_year<2008 AND mc.company_id<6778;",4
881,881,job,"SELECT * FROM title t,movie_info_idx mi_idx WHERE t.id=mi_idx.movie_id AND t.kind_id=7 AND t.production_year>1981;",9
882,882,job,"SELECT * FROM title t,cast_info ci WHERE t.id=ci.movie_id AND ci.person_id<758750 AND ci.role_id>1;",2
883,883,job,"SELECT * FROM title t,movie_info_idx mi_idx WHERE t.id=mi_idx.movie_id AND t.kind_id=7 AND t.production_year>2011 AND mi_idx.info_type_id=101;",9
884,884,job,"SELECT * FROM title t,cast_info ci WHERE t.id=ci.movie_id AND ci.person_id<769664;",2
885,885,job,"SELECT * FROM title t,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=mi_idx.movie_id AND t.id=mk.movie_id AND t.kind_id<4 AND t.production_year=2011 AND mi_idx.info_type_id>101 AND mk.keyword_id<4196;",9
886,886,job,SELECT * FROM movie_companies mc WHERE mc.company_id>48780 AND mc.company_type_id=2;,6
887,887,job,"SELECT * FROM title t,movie_info mi WHERE t.id=mi.movie_id AND t.kind_id<7 AND t.production_year=2011 AND mi.info_type_id=16;",1
888,888,job,"SELECT * FROM title t,cast_info ci,movie_info_idx mi_idx WHERE t.id=ci.movie_id AND t.id=mi_idx.movie_id AND t.kind_id=3 AND t.production_year=2008 AND mi_idx.info_type_id<101;",3
889,889,job,SELECT * FROM cast_info ci WHERE ci.person_id=354496 AND ci.role_id<2;,0
890,890,job,"SELECT * FROM title t,movie_companies mc,movie_keyword mk WHERE t.id=mc.movie_id AND t.id=mk.movie_id AND t.kind_id>1 AND t.production_year>1994 AND mc.company_type_id<2 AND mk.keyword_id<9636;",4
891,891,job,"SELECT * FROM title t,cast_info ci,movie_info_idx mi_idx WHERE t.id=ci.movie_id AND t.id=mi_idx.movie_id AND ci.person_id>2114200 AND ci.role_id>2 AND mi_idx.info_type_id>101;",3
892,892,job,"SELECT * FROM title t,movie_companies mc WHERE t.id=mc.movie_id AND t.kind_id>1 AND t.production_year>1990 AND mc.company_id>56339;",4
893,893,job,"SELECT * FROM title t,movie_info mi,movie_keyword mk WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.production_year=2008 AND mi.info_type_id>18 AND mk.keyword_id>8478;",8
894,894,job,"SELECT * FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND t.production_year=1982 AND mk.keyword_id>24892;",7
895,895,job,"SELECT * FROM title t,movie_companies mc WHERE t.id=mc.movie_id AND t.kind_id<3 AND t.production_year=1993;",4
896,896,job,"SELECT * FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND t.kind_id>1 AND t.production_year>1969 AND mk.keyword_id<580;",7
897,897,job,"SELECT * FROM title t,movie_companies mc,movie_keyword mk WHERE t.id=mc.movie_id AND t.id=mk.movie_id AND t.kind_id>4 AND t.production_year>2009 AND mc.company_id>6227 AND mc.company_type_id=2 AND mk.keyword_id<1056;",4
898,898,job,"SELECT * FROM title t,movie_companies mc,movie_info mi WHERE t.id=mc.movie_id AND t.id=mi.movie_id AND t.production_year=2004 AND mc.company_type_id<2;",4
899,899,job,"SELECT * FROM title t,movie_companies mc,cast_info ci WHERE t.id=mc.movie_id AND t.id=ci.movie_id AND mc.company_id>72874 AND ci.role_id=1;",4
900,900,job,"SELECT * FROM title t,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=mi_idx.movie_id AND t.id=mk.movie_id AND t.kind_id=1 AND mk.keyword_id=3314;",9
901,901,job,"SELECT * FROM title t,movie_info mi WHERE t.id=mi.movie_id AND t.kind_id<3 AND mi.info_type_id>13;",1
902,902,job,"SELECT * FROM title t,cast_info ci WHERE t.id=ci.movie_id AND t.kind_id>4 AND t.production_year=2007;",2
903,903,job,SELECT * FROM movie_keyword mk WHERE mk.keyword_id<6052;,5
904,904,job,"SELECT * FROM title t,cast_info ci,movie_info_idx mi_idx WHERE t.id=ci.movie_id AND t.id=mi_idx.movie_id AND t.kind_id=7 AND ci.person_id<2597390 AND ci.role_id>9;",3
905,905,job,"SELECT * FROM title t,cast_info ci WHERE t.id=ci.movie_id AND t.production_year<1995 AND ci.role_id=4;",2
906,906,job,SELECT * FROM cast_info ci WHERE ci.person_id<2757074 AND ci.role_id=3;,0
907,907,job,"SELECT * FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND mk.keyword_id>397;",7
908,908,job,SELECT * FROM movie_keyword mk WHERE mk.keyword_id>20357;,5
909,909,job,SELECT * FROM movie_keyword mk WHERE mk.keyword_id>647;,5
910,910,job,"SELECT * FROM title t,cast_info ci,movie_info mi WHERE t.id=ci.movie_id AND t.id=mi.movie_id AND t.kind_id<7 AND t.production_year=1982;",3
911,911,job,"SELECT * FROM title t,movie_companies mc,movie_info mi WHERE t.id=mc.movie_id AND t.id=mi.movie_id AND t.kind_id=1 AND t.production_year=2004 AND mc.company_id<1070 AND mc.company_type_id=1 AND mi.info_type_id<105;",4
912,912,job,SELECT * FROM cast_info ci WHERE ci.person_id>2097058 AND ci.role_id>10;,0
913,913,job,"SELECT * FROM title t,movie_info mi WHERE t.id=mi.movie_id AND t.production_year=1915 AND mi.info_type_id<8;",1
914,914,job,"SELECT * FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND t.kind_id<7 AND t.production_year=2005 AND mk.keyword_id>10946;",7
915,915,job,"SELECT * FROM title t,movie_info mi WHERE t.id=mi.movie_id AND t.kind_id>1 AND t.production_year=1970;",1
916,916,job,"SELECT * FROM title t,movie_companies mc,movie_keyword mk WHERE t.id=mc.movie_id AND t.id=mk.movie_id AND t.production_year>2008 AND mc.company_id>76538;",4
917,917,job,"SELECT * FROM title t,movie_info mi,movie_keyword mk WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.kind_id<7 AND mk.keyword_id>74325;",8
918,918,job,"SELECT * FROM title t,movie_info mi WHERE t.id=mi.movie_id AND t.kind_id=7 AND t.production_year<2001 AND mi.info_type_id<4;",1
919,919,job,"SELECT * FROM title t,movie_info mi WHERE t.id=mi.movie_id AND t.kind_id>1 AND t.production_year=2012 AND mi.info_type_id<8;",1
920,920,job,"SELECT * FROM title t,cast_info ci WHERE t.id=ci.movie_id AND ci.person_id>178988;",2
921,921,job,"SELECT * FROM title t,cast_info ci WHERE t.id=ci.movie_id AND t.kind_id<7 AND t.production_year<2012 AND ci.person_id=2810118;",2
922,922,job,"SELECT * FROM title t,movie_info mi,movie_info_idx mi_idx WHERE t.id=mi.movie_id AND t.id=mi_idx.movie_id AND t.kind_id<7 AND t.production_year<2012 AND mi_idx.info_type_id=101;",8
923,923,job,"SELECT * FROM title t,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=mi_idx.movie_id AND t.id=mk.movie_id AND t.kind_id=7 AND t.production_year>2011 AND mi_idx.info_type_id=99 AND mk.keyword_id>875;",9
924,924,job,"SELECT * FROM title t,movie_info mi,movie_keyword mk WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND mk.keyword_id=3891;",8
925,925,job,"SELECT * FROM title t,movie_info mi,movie_info_idx mi_idx WHERE t.id=mi.movie_id AND t.id=mi_idx.movie_id AND t.kind_id>1 AND t.production_year=2012 AND mi.info_type_id>8 AND mi_idx.info_type_id>99;",8
926,926,job,SELECT * FROM cast_info ci WHERE ci.person_id<1499326 AND ci.role_id>10;,0
927,927,job,SELECT * FROM movie_keyword mk WHERE mk.keyword_id<7075;,5
928,928,job,"SELECT * FROM title t,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=mi_idx.movie_id AND t.id=mk.movie_id AND mi_idx.info_type_id<101 AND mk.keyword_id<359;",9
929,929,job,"SELECT * FROM title t,movie_companies mc,cast_info ci WHERE t.id=mc.movie_id AND t.id=ci.movie_id AND t.production_year<2001 AND mc.company_type_id>1 AND ci.person_id>3573237 AND ci.role_id>8;",4
930,930,job,"SELECT * FROM title t,movie_info mi WHERE t.id=mi.movie_id AND t.kind_id<3 AND t.production_year<1918 AND mi.info_type_id<15;",1
931,931,job,"SELECT * FROM title t,cast_info ci,movie_keyword mk WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND t.production_year=2003 AND ci.person_id<1818441 AND mk.keyword_id>5758;",3
932,932,job,SELECT * FROM movie_companies mc WHERE mc.company_id<149241 AND mc.company_type_id=2;,6
933,933,job,"SELECT * FROM title t,movie_info mi,movie_info_idx mi_idx WHERE t.id=mi.movie_id AND t.id=mi_idx.movie_id AND t.kind_id<4 AND t.production_year=2012 AND mi.info_type_id>98;",8
934,934,job,"SELECT * FROM title t,movie_info mi,movie_keyword mk WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.kind_id=7 AND t.production_year<2011 AND mk.keyword_id=2548;",8
935,935,job,"SELECT * FROM title t,cast_info ci WHERE t.id=ci.movie_id AND t.kind_id<7 AND t.production_year=1968 AND ci.person_id<1275251 AND ci.role_id<8;",2
936,936,job,SELECT * FROM movie_companies mc WHERE mc.company_id>20921;,6
937,937,job,"SELECT * FROM title t,movie_info mi,movie_keyword mk WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.kind_id=4 AND t.production_year>1985;",8
938,938,job,"SELECT * FROM title t,movie_companies mc,cast_info ci WHERE t.id=mc.movie_id AND t.id=ci.movie_id AND t.production_year=2009 AND mc.company_id>5568 AND mc.company_type_id>1 AND ci.role_id=2;",4
939,939,job,"SELECT * FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND mk.keyword_id>21788;",7
940,940,job,"SELECT * FROM title t,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=mi_idx.movie_id AND t.id=mk.movie_id AND t.production_year<1989 AND mk.keyword_id=910;",9
941,941,job,"SELECT * FROM title t,movie_info mi WHERE t.id=mi.movie_id AND t.kind_id<7 AND t.production_year=2008 AND mi.info_type_id=3;",1
942,942,job,"SELECT * FROM title t,cast_info ci WHERE t.id=ci.movie_id AND t.kind_id>1 AND ci.person_id<3588979 AND ci.role_id>1;",2
943,943,job,SELECT * FROM movie_keyword mk WHERE mk.keyword_id<12090;,5
944,944,job,"SELECT * FROM title t,cast_info ci WHERE t.id=ci.movie_id AND t.production_year>2007 AND ci.role_id>3;",2
945,945,job,SELECT * FROM cast_info ci WHERE ci.person_id<1788221 AND ci.role_id<2;,0
946,946,job,SELECT * FROM cast_info ci WHERE ci.person_id>2825147;,0
947,947,job,"SELECT * FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND t.production_year=2011 AND mk.keyword_id<3009;",7
948,948,job,"SELECT * FROM title t,movie_companies mc WHERE t.id=mc.movie_id AND t.kind_id=2 AND t.production_year=2010 AND mc.company_id>6;",4
949,949,job,"SELECT * FROM title t,cast_info ci WHERE t.id=ci.movie_id AND t.kind_id>1 AND t.production_year=2004 AND ci.person_id<2396398 AND ci.role_id>3;",2
950,950,job,"SELECT * FROM title t,movie_companies mc,movie_info mi WHERE t.id=mc.movie_id AND t.id=mi.movie_id AND t.kind_id=1 AND mc.company_id=13061 AND mi.info_type_id<3;",4
951,951,job,"SELECT * FROM title t,movie_info mi,movie_info_idx mi_idx WHERE t.id=mi.movie_id AND t.id=mi_idx.movie_id AND t.kind_id<7 AND t.production_year>1986 AND mi.info_type_id=3;",8
952,952,job,SELECT * FROM movie_keyword mk WHERE mk.keyword_id=1375;,5
953,953,job,"SELECT * FROM title t,movie_companies mc,cast_info ci WHERE t.id=mc.movie_id AND t.id=ci.movie_id AND t.kind_id=1 AND mc.company_id=34044;",4
954,954,job,SELECT * FROM movie_keyword mk WHERE mk.keyword_id<5733;,5
955,955,job,"SELECT * FROM title t,movie_companies mc,movie_info mi WHERE t.id=mc.movie_id AND t.id=mi.movie_id AND t.kind_id<7 AND t.production_year>2010 AND mc.company_id<1910 AND mc.company_type_id>1;",4
956,956,job,"SELECT * FROM title t,movie_companies mc,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND t.production_year=1971 AND mc.company_id>923 AND mc.company_type_id=1 AND mi_idx.info_type_id<101;",4
957,957,job,SELECT * FROM movie_companies mc WHERE mc.company_id=200085 AND mc.company_type_id=2;,6
958,958,job,"SELECT * FROM title t,movie_companies mc,movie_info mi WHERE t.id=mc.movie_id AND t.id=mi.movie_id AND t.production_year<2008 AND mc.company_id<173763 AND mc.company_type_id<2 AND mi.info_type_id=6;",4
959,959,job,"SELECT * FROM title t,movie_companies mc,cast_info ci WHERE t.id=mc.movie_id AND t.id=ci.movie_id AND mc.company_id>227627 AND mc.company_type_id=2 AND ci.role_id>3;",4
960,960,job,SELECT * FROM movie_keyword mk WHERE mk.keyword_id=34640;,5
961,961,job,"SELECT * FROM title t,cast_info ci,movie_info_idx mi_idx WHERE t.id=ci.movie_id AND t.id=mi_idx.movie_id AND ci.person_id=1215668 AND ci.role_id<10;",3
962,962,job,SELECT * FROM cast_info ci WHERE ci.person_id>3133631;,0
963,963,job,"SELECT * FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND t.kind_id=7 AND t.production_year<1996 AND mk.keyword_id<35544;",7
964,964,job,"SELECT * FROM title t,cast_info ci,movie_info_idx mi_idx WHERE t.id=ci.movie_id AND t.id=mi_idx.movie_id AND t.kind_id<7 AND ci.person_id>203770 AND ci.role_id>2 AND mi_idx.info_type_id>101;",3
965,965,job,"SELECT * FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND t.kind_id=1 AND t.production_year=1959;",7
966,966,job,"SELECT * FROM title t,movie_companies mc WHERE t.id=mc.movie_id AND t.production_year>1896;",4
967,967,job,"SELECT * FROM title t,movie_companies mc,movie_keyword mk WHERE t.id=mc.movie_id AND t.id=mk.movie_id AND mk.keyword_id>30425;",4
968,968,job,"SELECT * FROM title t,movie_companies mc,cast_info ci WHERE t.id=mc.movie_id AND t.id=ci.movie_id AND t.production_year<2013 AND mc.company_id<85016 AND mc.company_type_id<2;",4
969,969,job,"SELECT * FROM title t,movie_companies mc,movie_info mi WHERE t.id=mc.movie_id AND t.id=mi.movie_id AND t.kind_id=7 AND mc.company_id<71768 AND mc.company_type_id<2 AND mi.info_type_id=13;",4
970,970,job,SELECT * FROM movie_keyword mk WHERE mk.keyword_id=3584;,5
971,971,job,SELECT * FROM cast_info ci WHERE ci.person_id=2736942 AND ci.role_id>1;,0
972,972,job,"SELECT * FROM title t,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=mi_idx.movie_id AND t.id=mk.movie_id AND t.production_year>1991 AND mk.keyword_id<11967;",9
973,973,job,"SELECT * FROM title t,cast_info ci WHERE t.id=ci.movie_id AND ci.person_id>1706985 AND ci.role_id=4;",2
974,974,job,SELECT * FROM movie_companies mc WHERE mc.company_id<70927 AND mc.company_type_id<2;,6
975,975,job,"SELECT * FROM title t,movie_companies mc WHERE t.id=mc.movie_id AND t.kind_id=7 AND t.production_year>2006 AND mc.company_id<27;",4
976,976,job,SELECT * FROM cast_info ci WHERE ci.person_id<2819182 AND ci.role_id=8;,0
977,977,job,"SELECT * FROM title t,cast_info ci,movie_info mi WHERE t.id=ci.movie_id AND t.id=mi.movie_id AND t.kind_id>1 AND t.production_year<2011 AND ci.role_id=5 AND mi.info_type_id>3;",3
978,978,job,"SELECT * FROM title t,movie_info_idx mi_idx WHERE t.id=mi_idx.movie_id AND t.kind_id<7 AND t.production_year=1974 AND mi_idx.info_type_id<100;",9
979,979,job,"SELECT * FROM title t,movie_info mi,movie_info_idx mi_idx WHERE t.id=mi.movie_id AND t.id=mi_idx.movie_id AND t.kind_id=7 AND t.production_year=2012 AND mi.info_type_id>3;",8
980,980,job,"SELECT * FROM title t,movie_companies mc,cast_info ci WHERE t.id=mc.movie_id AND t.id=ci.movie_id AND mc.company_type_id=1 AND ci.person_id<3861149;",4
981,981,job,"SELECT * FROM title t,movie_info mi WHERE t.id=mi.movie_id AND t.kind_id=1 AND t.production_year=1965 AND mi.info_type_id<16;",1
982,982,job,SELECT * FROM movie_keyword mk WHERE mk.keyword_id=29084;,5
983,983,job,SELECT * FROM cast_info ci WHERE ci.person_id<3906292;,0
984,984,job,"SELECT * FROM title t,movie_companies mc,cast_info ci WHERE t.id=mc.movie_id AND t.id=ci.movie_id AND t.production_year<2008 AND mc.company_id<16522 AND ci.person_id<2795119 AND ci.role_id>8;",4
985,985,job,SELECT * FROM movie_keyword mk WHERE mk.keyword_id=20299;,5
986,986,job,"SELECT * FROM title t,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=mi_idx.movie_id AND t.id=mk.movie_id AND t.kind_id>4 AND t.production_year>2005;",9
987,987,job,"SELECT * FROM title t,movie_companies mc WHERE t.id=mc.movie_id AND mc.company_id<18156;",4
988,988,job,"SELECT * FROM title t,movie_companies mc WHERE t.id=mc.movie_id AND mc.company_id=6429 AND mc.company_type_id>1;",4
989,989,job,"SELECT * FROM title t,movie_companies mc,movie_info mi WHERE t.id=mc.movie_id AND t.id=mi.movie_id AND t.kind_id<2 AND t.production_year=2009 AND mi.info_type_id<3;",4
990,990,job,"SELECT * FROM title t,movie_companies mc,movie_info mi WHERE t.id=mc.movie_id AND t.id=mi.movie_id AND t.kind_id=7 AND t.production_year>2012 AND mc.company_id>4170 AND mc.company_type_id=1;",4
991,991,job,"SELECT * FROM title t,movie_companies mc WHERE t.id=mc.movie_id AND mc.company_id>82 AND mc.company_type_id=1;",4
992,992,job,"SELECT * FROM title t,movie_companies mc,movie_keyword mk WHERE t.id=mc.movie_id AND t.id=mk.movie_id AND t.production_year=2007 AND mk.keyword_id>15309;",4
993,993,job,"SELECT * FROM title t,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=mi_idx.movie_id AND t.id=mk.movie_id AND mk.keyword_id<5922;",9
994,994,job,"SELECT * FROM title t,movie_companies mc,movie_keyword mk WHERE t.id=mc.movie_id AND t.id=mk.movie_id AND t.kind_id>1 AND mc.company_id<230900 AND mc.company_type_id<2 AND mk.keyword_id=39485;",4
995,995,job,"SELECT * FROM title t,cast_info ci,movie_keyword mk WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND ci.person_id>2853043 AND mk.keyword_id<3169;",3
996,996,job,"SELECT * FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND mk.keyword_id<28212;",7
997,997,job,SELECT * FROM movie_keyword mk WHERE mk.keyword_id<6914;,5
998,998,job,SELECT * FROM movie_keyword mk WHERE mk.keyword_id<12391;,5
